folder	file_name	title	artist	level	spotify	youtube	duration	sticky	is_new	has_info	part_tags	part_format	chord_count	chord_list	has_riff	edit_link
active	American Idiot.txt	🔥American Idiot	Green Day	Medium	6nTiIhLmQ3FWhvrGafw2zj			True	True	True	True	<small><i>	3	A, D, E7	False	otwórz plik
active	Another Brick In The Wall.txt	Another Brick In The Wall	Pink Floyd	Easy	7rPzEczIS574IgPaiPieS3			True	False	False	False	none	4	C, Dm, F, G	False	otwórz plik
active	Another Love.txt	Another Love	Tom Odell	Easy	3JvKfv6T31zO0ini8iNItO		4.30	True	False	False	False	none	4	Bm, C, Em, G	False	otwórz plik
active	Bad Moon Rising.txt	Bad Moon Rising	Creedence	Easy	20OFwXhEXf12DzwXmaV7fj	UDK2w9s3gP0	3.0	True	False	False	False	none	3	C, F, G	False	otwórz plik
active	Bad Romance.txt	Bad Romance	Lady Gaga	Easy	0SiywuOBRcynK0uKGWdCnn	qrO4YZeyl0I	5.0	True	False	False	True	<i>	5	Am, C, E7, F, G	False	otwórz plik
active	Bang Bang.txt	Bang Bang	Nancy Sinatra	Easy	4JLcAU2xY90qTkTSNM1lUa			True	False	False	True	none	4	Am, Dm, E7, G	False	otwórz plik
active	Basket Case.txt	Basket Case	Green Day	Medium	6L89mwZXSOwYl76YXfX13s			True	False	False	False	none	5	Am, C, Em, F, G	False	otwórz plik
active	Beggin'.txt	Beggin'	Madcon	Easy	1XyL3J7eTTKnxRZAM3LqIT	zrFI2gJSuwA		True	False	False	True	none	4	Am, Dm, E7, F	False	otwórz plik
active	Billie Jean.txt	Billie Jean	Micheal Jackson	Easy	5ChkMS8OtdzJeqyybCc9R5			True	False	False	True	none	4	Am, B7, C, Em	False	otwórz plik
active	Bitter Sweet Symphony.txt	🔥Bitter Sweet Symphony	The Verve	Easy	57iDDD9N9tTWe75x6qhStw		7	True	True	False	True	<small><i>	4	Am7, D, G, Gsus4	True	otwórz plik
active	Black.txt	🔥Black	Pearl Jam	Medium	5Xak5fmy089t0FYmh3VJiY			True	True	False	True	<small><i>	6	A, Asus4, C, D, E, Em	False	otwórz plik
active	Blinding Lights.txt	Blinding Lights	The Weeknd	Medium	0VjIjW4GlUZAMYd2vXMi3b		4.3	True	False	True	True	<i>	4	Bb, Cm, Eb, Fm	True	otwórz plik
active	Blowing In The Wind.txt	Blowing In The Wind	Bob Dylan	Easy	18GiV1BaXzPVYpp9rmOg0E			True	False	False	False	none	4	Am, C, F, G	False	otwórz plik
active	Bohemian Rhapsody.txt	Bohemian Rhapsody	Queen	Hard	3z8h0TU7ReDPLIbEnYhWZb			True	False	False	False	none	12	A, Am, B, Bb, C, D7, Dm, Em, F, F#, G, G7	False	otwórz plik
active	Boys Don't Cry.txt	Boys Don't Cry	The Cure	Medium	0C2eEsMBj78CLkHNJPjohc			True	False	True	False	<i>	6	A, Bm, C#m, D, E, F#m	True	otwórz plik
active	Brown Eyed Girl.txt	Brown Eyed Girl	Van Morrison	Easy	3yrSvpt2l1xhsV9Em88Pul	UfmkgQRmmeE		True	False	False	False	none	5	C, D, D7, Em, G	True	otwórz plik
active	Budapest.txt	Budapest	George Ezra	Easy	7GJClzimvMSghjcrKxuf1M			True	False	False	False	none	3	C, D, G	False	otwórz plik
active	California Dreaming.txt	California Dreaming	The Mamas and the Papas	Hard	4s6LhHAV5SEsOV0lC2tjvJ	lnJbP4rO6R4		True	False	True	False	<i>	4	A7, A7sus4, Bb, Dm	True	otwórz plik
active	Californication.txt	Californication	Red Hot Chili Peppers	Medium	48UPSzbZjgc449aqz8bxox		5.30	True	False	True	False	none	7	Am, C, D, Dm, F, F#m, G	False	otwórz plik
active	Can't Get You Out Of My Head.txt	Can't Get You Out Of My Head	Kylie Minogue	Medium	3E7ZwUMJFqpsDOJzEkBrQ7			True	False	False	False	none	5	Am, Am9, Asus4, Dm, Gm7	False	otwórz plik
active	Can't Help Falling In Love With You.txt	Can't Help Falling In Love With You	Elvis Presley	Medium	44AyOl4qVkzS48vBsbNXaC		3.3	True	False	False	False	none	10	A7, Am, B7, C, Dm, Em, Em7, F, G, G7	False	otwórz plik
active	Can't Stop.txt	Can't Stop	Red Hot Chili Peppers	Medium	3ZOEytgrvLwQaqXreDs2Jx		5.5	True	False	False	True	<small><i>	4	Bm, C, D, Em	True	otwórz plik
active	Can't Take My Eyes Off You.txt	Can't Take My Eyes Off You	Frankie Vallie	Medium	6ft9PAgNOjmZ2kFVP7LGqb	1Zp4rc4QFzM	4.5	True	False	False	False	none	9	Am, C, Cm, D7, E7, Em7, G, G7, Gmaj7	False	otwórz plik
active	Careless Whisper.txt	Careless Whisper	George Michael	Easy	4jDmJ51x1o9NZB5Nxxc7gY		4.3	True	False	False	True	none	4	Am, Bbmaj7, Dm, Gm	False	otwórz plik
active	Cecilia.txt	Cecilia	Simon & Garfunkel	Medium	6QhXQOpyYvbpdbyjgAqKdY			True	False	False	False	none	4	C, F, G, G7	False	otwórz plik
active	Chop Suey.txt	Chop Suey	System of a Down	Hard	2DlHlPMa4M17kufBvI2lEN	CSvFpBOe8eY		True	False	False	True	<i>	6	A, Cm, Eb, F, F#, Gm	False	otwórz plik
active	Cold Heart.txt	🔥Cold Heart	Elton John, Dua Lipa	Easy	6JIC3hbC28JZKZ8AlAqX8h		4	True	True	False	True	<small><i>	4	Am7, Dm7, Em, F	False	otwórz plik
active	Colors Of The Wind.txt	🔥Colors Of The Wind	Judy Kuhn	Medium	1OYOLWqKmhkFIx2KC9ek1a		5	True	True	False	True	none	5	Bm, Bm7, D, F#m, G	False	otwórz plik
active	Crazy Little Thing Called Love.txt	Crazy Little Thing Called Love	The Queen	Hard	6xdLJrVj4vIXwhuG8TMopk			True	False	False	True	none	6	A, C, D, Eb, F, G	True	otwórz plik
active	Crazy.txt	Crazy	Gnarls Barkley	Medium	1vxw6aYJls2oq3gW0DujAo	SZF9rKzOqCI	4.3	True	False	False	False	none	5	A, Am, Cmaj7, E7, F	False	otwórz plik
active	Creep.txt	Creep	Radiohead	Easy	6b2oQwSGFkzsMtQruIWm2p		4.3	True	False	False	False	none	4	B, C, Cm, G	False	otwórz plik
active	Dancing Queen.txt	Dancing Queen	Abba	Medium	0GjEhVFGZW8afUYGChu3Rr			True	False	False	True	none	7	A7, Am, B7, C, D, Em, G	False	otwórz plik
active	Do I Wanna Know.txt	Do I Wanna Know	Arctic Monkeys	Medium	5FVd6KXrgO9B3JPmC8OPst		5	True	False	False	True	<i>	5	Am, Dm, E7, F, G	False	otwórz plik
active	Dog Days Are Over.txt	🔥Dog Days Are Over	Florence + The Machine	Medium	456WNXWhDwYOSf5SpTuqxd		6	True	True	True	True	<small><i>	3	Am, Em, G	False	otwórz plik
active	Don't Let Me Be Misunderstood.txt	Don't Let Me Be Misunderstood	Animals/Krakow Street Band	Medium	0KpTFH1SzexN8SGc0GPILC	CDbL51q0pNk	3.3	True	False	False	False	none	6	Am, C, Dm, E7, F, G	False	otwórz plik
active	Don't Let Me Down.txt	Don't Let Me Down	The Beatles	Easy	5BhMoGrz5KzG2fA5uzHjZ1	NoGRUjTNSng		True	False	False	False	none	3	C, F, Gsus2	True	otwórz plik
active	Don't Look Back In Anger.txt	Don't Look Back In Anger	Oasis	Hard	0UvCh63URrLFcPkKt99hHd			True	False	False	False	none	6	Am, C, E7, F, Fm, G	False	otwórz plik
active	Don't Stop Me Now.txt	Don't Stop Me Now	Queen	Hard	5T8EDUDqKcs6OSOwEsfqG7		4.3	True	False	False	False	none	8	Am, Bb, C, D, Dm, Eb, F, Gm	False	otwórz plik
active	Don't Worry Be Happy.txt	Don't Worry Be Happy	Bobby McFerrin	Easy	27hhIs2fp6w06N5zx4Eaa5		4.3	True	False	False	False	none	3	C, Dm, F	False	otwórz plik
active	Dream A Little Dream Of Me.txt	Dream A Little Dream Of Me	The Mamas & The Papas	Hard	1JSTJqkT5qHq8MDJnJbRE1			True	False	True	False	none	12	A, A7, B7, Bm, C, D7, E7, F, F#m, Fm, G, G7	False	otwórz plik
active	Englishman In New York.txt	Englishman In New York	Sting	Easy	4KFM3A5QF2IMcc6nHsu3Wp	d27gTrPPAyk		True	False	False	True	<i>	5	Am, C, E7, F, G	False	otwórz plik
active	Enjoy The Silence.txt	Enjoy The Silence	Depeche Mode	Medium	6WK9dVrRABMkUXFLNlgWFh	lwLkXRIgoZw		True	False	False	False	none	7	A, Bb, Bm, D, Dm, Em, G	True	otwórz plik
active	Every Breath You Take.txt	Every Breath You Take	The Police	Medium	2KH16WveTQWT6KOG9Rg6e2		4.3	True	False	False	False	none	7	A, B7, D, E7, F, F#m, G	False	otwórz plik
active	Everywhere.txt	Everywhere	Fleetwood Mac	Easy	1prZ0pr6XoRCxcrC3MCL0M	7jH05dt9R68	3.5	True	False	False	True	<i>	4	Bb, C, Dm, F	False	otwórz plik
active	Eye Of The Tiger.txt	Eye Of The Tiger	Survivor	Medium	2KH16WveTQWT6KOG9Rg6e2		3.5	True	False	False	False	none	5	Am, C, Dm, F, G	False	otwórz plik
active	Flowers.txt	Flowers	Miley Cyrus	Easy	7DSAEUvxU8FajXtRloy8M0			True	False	True	False	<i>	6	Am, C, Dm, E7, F, G	False	otwórz plik
active	Fluorescent Adolescent.txt	Fluorescent Adolescent	Arctic Monkeys	Medium	2x8evxqUlF0eRabbW2JBJd			True	False	False	False	none	6	A, Bm, D, Em, F#m, G	False	otwórz plik
active	Fly Away.txt	Fly Away	Lenny Kravitz	Easy	1OxcIUqVmVYxT6427tbhDW	EvuL5jyCHOw		True	False	False	False	none	4	A, C, D, G	False	otwórz plik
active	Fly Me To The Moon.txt	Fly Me To The Moon	Frank Sinatra	Medium	7FXj7Qg3YorUxdrzvrcY25	bu_q4SHdshw		True	False	False	False	none	8	A7, Am, C, Dm, E7, Em7, F, G7	False	otwórz plik
active	Friday I'm In Love.txt	Friday I'm In Love	The Cure	Medium	4QlzkaRHtU8gAdwqjWmO8n			True	False	False	False	none	5	C, D, Em, F, G	False	otwórz plik
active	Get Lucky.txt	Get Lucky	Daft Punk	Easy	2Foc5Q5nqNiosCNqttzHof			True	False	False	False	none	4	Am, C, D, Em	False	otwórz plik
active	Hallelujah.txt	Hallelujah	Leonard Cohen	Medium	5USZyz6dnBEn1oLsKcAKQy		4.5	True	False	True	False	<i>	5	Bm, C, D, Em, G	False	otwórz plik
active	Happy Birthday.txt	🎂Happy Birthday	Patty & Mildred Hill (Traditional tune)	Easy				True	False	False	False	none	3	C, F, G7	False	otwórz plik
active	Happy Together.txt	Happy Together	The Turtles	Medium	1JO1xLtVc8mWhIoE3YaCL0			True	False	False	False	none	7	A, Am, C, E7, Em, F, G	False	otwórz plik
active	Happy Xmas.txt	🎅Happy Xmas	John Lennon	Medium	3zJw3rugfpVrmBeDDnUYzy			True	False	False	True	<small><i>	7	A, Bm, D, E7, Em, Em7, G	False	otwórz plik
active	Happy.txt	Happy	Pharrell Williams	Medium	60nZcImufyMA1MKQY3dcCH			True	False	False	False	none	3	Bm7, C, E7	False	otwórz plik
active	Have You Ever Seen The Rain.txt	Have You Ever Seen The Rain	Creedence	Medium	2LawezPeJhN4AWuSB0GtAU			True	False	False	False	none	4	Am, C, F, G	False	otwórz plik
active	Have Yourself A Merry Little Christmas.txt	🎅Have Yourself A Merry Little Christmas	Judy Garland/Sam Smith	Hard				True	False	True	True	<small><i>	12	A7, Am, B7, Bm, Cmaj7, D, D7, E7, Em, G, G7, Gmaj7	False	otwórz plik
active	Here Comes The Sun.txt	Here Comes The Sun	The Beatles	Hard	6dGnYIeXmHdcikdzNNDMm2	BcfXtcCr3uI		True	False	False	False	none	2	D7, G	True	otwórz plik
active	Hey Jude.txt	Hey Jude	The Beatles	Medium			4.3	True	False	False	False	none	8	Am, C, D, D7, Em, F, G, G7	False	otwórz plik
active	Hey There Delilah.txt	Hey There Delilah	Plain White T's	Medium	4RCWB3V8V0dignt99LZ8vH			True	False	False	False	none	5	A, Bm, D, F#m, G	False	otwórz plik
active	Hey Ya.txt	Hey Ya	OutKast	Medium	2PpruBYCo4H7WOBJ7Q2EwM			True	False	False	True	none	4	C, D, Em, G	False	otwórz plik
active	Highway To Hell.txt	Highway To Hell	AC/DC	Medium	2zYzyRzz6pRmhPzyfMEC8s		4	True	False	True	True	<i>	3	A, D, E7	False	otwórz plik
active	Hit Me Baby One More Time.txt	Hit Me Baby One More Time	Britney Spears	Medium		7PtwkucvBJA		True	False	False	False	none	6	Am, C, Dm, E7, F, G	False	otwórz plik
active	Hit The Road.txt	Hit The Road Jack	Ray Charles	Hard				True	False	False	False	none	4	Am, E7, F, G	False	otwórz plik
active	Ho Hey.txt	Ho Hey	The Lumineers	Easy	1K3LRUEcUz5FMtPYyg0F45		3.3	True	False	False	False	none	4	Am, C, F, G	False	otwórz plik
